var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var2(t),var4(t),var6(t)
0.7631152,0.5262371,0.5634558,0.48811263,0.6296662,0.41900373,0.6014307,0.5920006,0.5570198
0.7710038,0.6014307,0.5716382,0.5920006,0.63801765,0.5570198,0.5423276,0.28214163,0.34609696
0.76525515,0.5423276,0.5432012,0.28214163,0.6068907,0.34609696,0.61321074,0.58549297,0.58181834
0.7758712,0.61321074,0.5504509,0.58549297,0.61967635,0.58181834,0.5742118,0.60499454,0.46000075
0.7775075,0.5742118,0.5600159,0.60499454,0.6100062,0.46000075,0.60073733,0.6755726,0.6097133
0.7853121,0.60073733,0.57793534,0.6755726,0.627952,0.6097133,0.6143873,0.5582557,0.57085544
0.7963477,0.6143873,0.58222663,0.5582557,0.63887036,0.57085544,0.64327145,0.5403055,0.5041075
0.81426483,0.64327145,0.58438766,0.5403055,0.63735056,0.5041075,0.56258523,0.5249898,0.40815666
0.8131737,0.56258523,0.5847143,0.5249898,0.61786056,0.40815666,0.54372203,0.48446676,0.6182735
0.80759305,0.54372203,0.5801722,0.48446676,0.6374806,0.6182735,0.5839715,0.60510445,0.60111743
0.8115794,0.5839715,0.590075,0.60510445,0.6541339,0.60111743,0.6183345,0.5425802,0.513512
0.82374793,0.6183345,0.59252965,0.5425802,0.6543796,0.513512,0.3059985,0.4473741,0.40622
0.761143,0.3059985,0.58345354,0.4473741,0.63431287,0.40622,0.57921034,0.6108397,0.6508536
0.7639124,0.57921034,0.5940803,0.6108397,0.6602305,0.6508536,0.5367429,0.43225813,0.47005743
0.756905,0.5367429,0.58315396,0.43225813,0.65222013,0.47005743,0.52945894,0.4448852,0.4034783
0.7482613,0.52945894,0.5738721,0.4448852,0.63166225,0.4034783,0.46626395,0.4061975,0.38834214
0.725267,0.46626395,0.560092,0.4061975,0.60854447,0.38834214,0.6294633,0.5074277,0.51910704
0.7392399,0.6294633,0.5583569,0.5074277,0.609812,0.51910704,0.6238588,0.7010462,0.64888597
0.75207967,0.6238588,0.5792146,0.7010462,0.6349647,0.64888597,0.5724903,0.5243669,0.52470434
0.75329643,0.5724903,0.57946503,0.5243669,0.6373007,0.52470434,0.5596417,0.59181964,0.57009023
0.7515761,0.5596417,0.5877732,0.59181964,0.6481409,0.57009023,0.45400116,0.46483815,0.4434269
0.7257286,0.45400116,0.5808494,0.46483815,0.6351689,0.4434269,0.491795,0.45599145,0.4975334
0.7088186,0.491795,0.5729197,0.45599145,0.63242316,0.4975334,0.6303765,0.48352075,0.56045455
0.72283334,0.6303765,0.5683243,0.48352075,0.6414306,0.56045455,0.5712877,0.448508,0.4490896
0.7237566,0.5712877,0.55962133,0.448508,0.6295769,0.4490896,0.52221745,0.49514496,0.51873547
0.71368605,0.52221745,0.55645216,0.49514496,0.6307924,0.51873547,0.56867343,0.6043066,0.5165414
0.71402174,0.56867343,0.5660026,0.6043066,0.63159966,0.5165414,0.5556625,0.45046562,0.4223724
0.7114621,0.5556625,0.5575527,0.45046562,0.6148336,0.4223724,0.5524303,0.5596078,0.5496806
0.7081892,0.5524303,0.5619049,0.5596078,0.6217512,0.5496806,0.63475925,0.5334144,0.52713656
0.723169,0.63475925,0.56321025,0.5334144,0.62451875,0.52713656,0.66196716,0.58518904,0.5842847
0.7444009,0.66196716,0.5705912,0.58518904,0.6379081,0.5842847,0.50347257,0.44826618,0.42977554
0.7299246,0.50347257,0.56183755,0.44826618,0.6224618,0.42977554,0.52203774,0.43232462,0.46151757
0.71977025,0.52203774,0.5513023,0.43232462,0.61305594,0.46151757,0.57148445,0.5310722,0.54985607
0.7207354,0.57148445,0.55232096,0.5310722,0.6199981,0.54985607,0.43541586,0.5505721,0.49225655
0.69127923,0.43541586,0.5556004,0.5505721,0.6163012,0.49225655,0.5905435,0.55851793,0.5805762
0.6963983,0.5905435,0.5598161,0.55851793,0.628935,0.5805762,0.6057329,0.47180748,0.43364036
0.7048742,0.6057329,0.55391896,0.47180748,0.61429644,0.43364036,0.58974916,0.5505312,0.4495008
0.70986766,0.58974916,0.5571995,0.5505312,0.6027218,0.4495008,0.6082029,0.37421525,0.30852634
0.718973,0.6082029,0.5399486,0.37421525,0.5654073,0.30852634,0.55158925,0.5702511,0.56903046
0.71549493,0.55158925,0.5454298,0.5702511,0.5755645,0.56903046,0.6277391,0.4756215,0.48302564
0.72898823,0.6277391,0.54006696,0.4756215,0.5703113,0.48302564,0.4400736,0.49762267,0.32926515
0.7004091,0.4400736,0.53725076,0.49762267,0.5374993,0.32926515,0.5766715,0.5001434,0.4868795
0.70250446,0.5766715,0.5347309,0.5001434,0.53305423,0.4868795,0.6081729,0.7064963,0.69476557
0.7115559,0.6081729,0.55564976,0.7064963,0.5649886,0.69476557,0.52057046,0.52511317,0.48978335
0.7012053,0.52057046,0.5559803,0.52511317,0.56097984,0.48978335,0.5730557,0.525896,0.52441084
0.70250446,0.5730557,0.5564022,0.525896,0.563154,0.52441084,0.5597604,0.47780383,0.4548007
0.7008701,0.5597604,0.5512258,0.47780383,0.5529058,0.4548007,0.55081856,0.45163912,0.54964775
0.6972663,0.55081856,0.5430517,0.45163912,0.5595423,0.54964775,0.58907944,0.50107765,0.51139253
0.7020853,0.58907944,0.540622,0.50107765,0.55939615,0.51139253,0.6019183,0.6141647,0.60971344
0.70975393,0.6019183,0.55112803,0.6141647,0.5767567,0.60971344,0.5707534,0.53210354,0.5389517
0.7105501,0.5707534,0.5522659,0.53210354,0.5815728,0.5389517,0.56584316,0.5519663,0.55872554
0.71025676,0.56584316,0.5557066,0.5519663,0.5899769,0.55872554,0.5252482,0.41219118,0.41833213
0.7009539,0.5252482,0.54290223,0.41219118,0.5729202,0.41833213,0.54112613,0.53685206,0.54027057
0.6952129,0.54112613,0.54457366,0.53685206,0.57796097,0.54027057,0.5812867,0.42170602,0.4112477
0.6983138,0.5812867,0.53302383,0.42170602,0.5597609,0.4112477,0.5346032,0.5374069,0.52015895
0.6911481,0.5346032,0.53473914,0.5374069,0.56117606,0.52015895,0.42017344,0.38655132,0.4724738
0.6589652,0.42017344,0.5193281,0.38655132,0.5540917,0.4724738,0.57676417,0.5543052,0.5627919
0.66101855,0.57676417,0.52290046,0.5543052,0.56306577,0.5627919,0.52334785,0.34313053,0.4479508
0.6516318,0.52334785,0.50283897,0.34313053,0.55159533,0.4479508,0.5421506,0.35797065,0.36069506
0.6463099,0.5421506,0.48487464,0.35797065,0.52475655,0.36069506,0.4884651,0.46839583,0.4711991
0.6296318,0.4884651,0.47911188,0.46839583,0.5176221,0.4711991,0.4682634,0.3409256,0.3310334
0.60893077,0.4682634,0.45985207,0.3409256,0.48625922,0.3310334,0.6560309,0.66514975,0.6652094
0.6272432,0.6560309,0.47466323,0.66514975,0.51217437,0.6652094,0.6644382,0.41565847,0.48194194
0.647567,0.6644382,0.46340302,0.41565847,0.5069537,0.48194194,0.6529033,0.6933612,0.61041826
0.6657538,0.6529033,0.4812189,0.6933612,0.5238291,0.61041826,0.52291405,0.48876873,0.5042258
0.65624136,0.52291405,0.47765157,0.48876873,0.5224407,0.5042258,0.46430516,0.38105294,0.38802207
0.63428324,0.46430516,0.46268067,0.38105294,0.50087154,0.38802207,0.5946974,0.5458819,0.5319199
0.6400661,0.5946974,0.4651371,0.5458819,0.50424373,0.5319199,0.57391924,0.5383708,0.54526746
0.6414909,0.57391924,0.46681735,0.5383708,0.5099131,0.54526746,0.6576556,0.573488,0.636131
0.6605995,0.6576556,0.47217378,0.573488,0.53125036,0.636131,0.551511,0.5878824,0.49453673
0.6572471,0.551511,0.47908202,0.5878824,0.52816176,0.49453673,0.4565349,0.43434447,0.40274543
0.6336128,0.4565349,0.46974412,0.43434447,0.50907576,0.40274543,0.6298426,0.39714873,0.3983565
0.6467709,0.6298426,0.45661023,0.39714873,0.48948205,0.3983565,0.5598511,0.41776368,0.48259056
0.64522046,0.5598511,0.44582167,0.41776368,0.48445308,0.48259056,0.8252221,0.13011709,0.28220278
0.6998643,0.8252221,0.4058967,0.13011709,0.44554222,0.28220278,0.5422475,0.5569797,0.6231352
0.69437474,0.5422475,0.40924743,0.5569797,0.46379507,0.6231352,0.6051645,0.5481595,0.56319064
0.7027138,0.6051645,0.4117581,0.5481595,0.47229397,0.56319064,0.5358436,0.5348466,0.483207
0.6957995,0.5358436,0.41298196,0.5348466,0.46742868,0.483207,0.38079178,0.3369997,0.4233861
0.6548584,0.38079178,0.39492312,0.3369997,0.45258117,0.4233861,0.663841,0.75168836,0.7109632
0.67547566,0.663841,0.416738,0.75168836,0.4854524,0.7109632,0.5379363,0.37052327,0.42071396
0.6691479,0.5379363,0.40187153,0.37052327,0.4699626,0.42071396,0.65000284,0.54539585,0.5620692
0.6869995,0.65000284,0.4040917,0.54539585,0.47831094,0.5620692,0.586553,0.49976552,0.51309186
0.6912318,0.586553,0.40192446,0.49976552,0.478459,0.51309186,0.5987432,0.724563,0.6568083
0.69814605,0.5987432,0.4213471,0.724563,0.5028174,0.6568083,0.5336471,0.6042723,0.53266966
0.6907708,0.5336471,0.42943063,0.6042723,0.5063225,0.53266966,0.6054543,0.48255217,0.4642768
0.69915193,0.6054543,0.42547294,0.48255217,0.49808872,0.4642768,0.52891326,0.6105211,0.549956
0.69072896,0.52891326,0.43422052,0.6105211,0.5045346,0.549956,0.50302804,0.29477227,0.38058117
0.67669076,0.50302804,0.41140756,0.29477227,0.4819529,0.38058117,0.47008035,0.46394378,0.5051131
0.6556546,0.47008035,0.4057344,0.46394378,0.4807539,0.5051131,0.6021208,0.52598554,0.4387642
0.6631138,0.6021208,0.40609297,0.52598554,0.46836066,0.4387642,0.51716495,0.5577038,0.5275272
0.6523861,0.51716495,0.40951452,0.5577038,0.4709221,0.5275272,0.58783424,0.60202974,0.58676416
0.656786,0.58783424,0.41725233,0.60202974,0.48341417,0.58676416,0.5498974,0.64323807,0.6684834
0.6530984,0.5498974,0.42911163,0.64323807,0.5098312,0.6684834,0.6377982,0.59971225,0.53397906
0.66814214,0.6377982,0.43682507,0.59971225,0.51357865,0.53397906,0.6378038,0.7058677,0.62043226
0.6833536,0.6378038,0.45529887,0.7058677,0.53225994,0.62043226,0.5973823,0.53671867,0.49595022
0.68993276,0.5973823,0.4567879,0.53671867,0.52941644,0.49595022,0.57674277,0.59813696,0.5147171
0.69202787,0.57674277,0.4646217,0.59813696,0.52985334,0.5147171,0.50576586,0.47873095,0.47189945
0.6785765,0.50576586,0.4600809,0.47873095,0.5228163,0.47189945,0.4972732,0.501783,0.43454546
0.6634118,0.4972732,0.45795646,0.501783,0.50932395,0.43454546,0.55957127,0.47069186,0.4967058
0.6617822,0.55957127,0.45262262,0.47069186,0.50665474,0.4967058,0.54218507,0.5351984,0.5219221
0.6564279,0.54218507,0.45395043,0.5351984,0.5083227,0.5219221,0.53323036,0.5264176,0.511303
0.64918286,0.53323036,0.45437708,0.5264176,0.5081661,0.511303,0.6507606,0.7039559,0.6040548
0.6669361,0.6507606,0.4730796,0.7039559,0.5239612,0.6040548,0.57551134,0.57542396,0.5698201
0.668732,0.57551134,0.4786825,0.57542396,0.53397644,0.5698201,0.5718431,0.41814524,0.4772042
0.6697398,0.5718431,0.4676297,0.41814524,0.52784836,0.4772042,0.54131097,0.41587994,0.49767333
0.6641659,0.54131097,0.45649174,0.41587994,0.52531374,0.49767333,0.5764305,0.62118304,0.57130605
0.6661554,0.5764305,0.46670136,0.62118304,0.5355967,0.57130605,0.5484309,0.4355231,0.4643457
0.6621271,0.5484309,0.45763043,0.4355231,0.5272087,0.4643457,0.5281396,0.18790668,0.2875877
0.65376014,0.5281396,0.42306766,0.18790668,0.48806977,0.2875877,0.57201713,0.39718595,0.53415847
0.65479404,0.57201713,0.4107087,0.39718595,0.4917916,0.53415847,0.5219299,0.4071801,0.3809927
0.64514774,0.5219299,0.39952508,0.4071801,0.46947885,0.3809927,0.70636123,0.5783199,0.59730184
0.67462116,0.70636123,0.40488878,0.5783199,0.4837221,0.59730184,0.6245333,0.6966102,0.6018323
0.68703324,0.6245333,0.4216958,0.6966102,0.49887514,0.6018323,0.5342496,0.42766124,0.51991516
0.6798478,0.5342496,0.4123651,0.42766124,0.5001912,0.51991516,0.6871899,0.56884646,0.5463512
0.7059142,0.6871899,0.41690126,0.56884646,0.50602996,0.5463512,0.5326089,0.5279102,0.47005716
0.6982685,0.5326089,0.41745386,0.5279102,0.4987905,0.47005716,0.47589707,0.5333656,0.49155176
0.6781842,0.47589707,0.41854194,0.5333656,0.49526012,0.49155176,0.5313255,0.49163046,0.4337781
0.6704101,0.5313255,0.4155328,0.49163046,0.48189068,0.4337781,0.65814406,0.59654784,0.5663948
0.690034,0.65814406,0.4227979,0.59654784,0.4910401,0.5663948,0.5821722,0.5618314,0.54632294
0.6933171,0.5821722,0.42670527,0.5618314,0.49683702,0.54632294,0.5536214,0.3743592,0.51430285
0.6903474,0.5536214,0.41201988,0.3743592,0.49719346,0.51430285,0.6321315,0.63332,0.5820759
0.7045632,0.6321315,0.42283008,0.63332,0.5091177,0.5820759,0.5260876,0.45354795,0.4309146
0.6954834,0.5260876,0.41604212,0.45354795,0.4951265,0.4309146,0.59075624,0.35442424,0.48476243
0.7006646,0.59075624,0.39961383,0.35442424,0.490448,0.48476243,0.54376274,0.46542674,0.5388618
0.69550604,0.54376274,0.39417347,0.46542674,0.49497497,0.5388618,0.53711355,0.50580114,0.51524633
0.6889059,0.53711355,0.39260903,0.50580114,0.49549186,0.51524633,0.5682175,0.5528086,0.46375486
0.68913597,0.5682175,0.39550355,0.5528086,0.48723066,0.46375486,0.64903426,0.61476237,0.5819102
0.7070351,0.64903426,0.4043055,0.61476237,0.4990443,0.5819102,0.55622333,0.40959862,0.5039511
0.7046122,0.55622333,0.39345214,0.40959862,0.49763215,0.5039511,0.6834448,0.5635171,0.5496463
0.73031634,0.6834448,0.3973662,0.5635171,0.5040232,0.5496463,0.67376757,0.4595192,0.5779185
0.7543103,0.67376757,0.39137903,0.4595192,0.515291,0.5779185,0.81222755,0.6743692,0.60893387
0.8103897,0.81222755,0.40577063,0.6743692,0.53200686,0.60893387,0.53176427,0.4768415,0.46165234
0.8019778,0.53176427,0.4013858,0.4768415,0.5231683,0.46165234,0.69032973,0.73955715,0.54692465
0.83108205,0.69032973,0.4222326,0.73955715,0.5291997,0.54692465,0.5064203,0.44450977,0.45956764
0.81645113,0.5064203,0.41455808,0.44450977,0.5200144,0.45956764,0.61604416,0.3467048,0.47714978
0.8281123,0.61604416,0.39740863,0.3467048,0.51393473,0.47714978,0.5228801,0.5771749,0.5786804
0.81746644,0.5228801,0.4026474,0.5771749,0.52541137,0.5786804,0.5035042,0.452717,0.47229847
0.8022688,0.5035042,0.3959628,0.452717,0.51846504,0.47229847,0.8528216,0.7135355,0.62391084
0.86978334,0.8528216,0.41417608,0.7135355,0.5378114,0.62391084,0.6126187,0.44498584,0.49146846
0.8810069,0.6126187,0.40663072,0.44498584,0.53417075,0.49146846,0.56906176,0.4473523,0.4708804
0.8814786,0.56906176,0.39939103,0.4473523,0.52693474,0.4708804,0.70145935,0.63731873,0.58760476
0.914885,0.70145935,0.41039863,0.63731873,0.5400684,0.58760476,0.43021357,0.5494934,0.5739904
0.88010126,0.43021357,0.41304287,0.5494934,0.5509268,0.5739904,0.85586095,0.7737122,0.7247296
0.95185333,0.85586095,0.4375536,0.7737122,0.5885533,0.7247296,0.547335,0.5916064,0.54384845
0.94670206,0.547335,0.44453695,0.5916064,0.5942956,0.54384845,0.56376916,0.5562518,0.50619847
0.9458228,0.56376916,0.4479908,0.5562518,0.59319973,0.50619847,0.46759504,0.44400346,0.48053175
0.9200508,0.46759504,0.4400001,0.44400346,0.58743143,0.48053175,0.8417652,0.91804,0.83120954
0.99001783,0.8417652,0.4799889,0.91804,0.64529157,0.83120954,0.541746,0.5367877,0.4320952
0.9832627,0.541746,0.48153242,0.5367877,0.6302099,0.4320952,0.5141427,0.47872248,0.47878525
0.96922797,0.5141427,0.47689345,0.47872248,0.62397695,0.47878525,0.6843922,0.576797,0.6400465
0.99999994,0.6843922,0.4826685,0.576797,0.6477176,0.6400465,0.46515208,0.326445,0.34717667
0.9727302,0.46515208,0.4617788,0.326445,0.61660314,0.34717667,0.6468183,0.585393,0.5724958
0.9936827,0.6468183,0.46833822,0.585393,0.6277456,0.5724958,0.38077196,0.37481564,0.41906196
0.9440411,0.38077196,0.4528875,0.37481564,0.6104044,0.41906196,0.56485796,0.5492064,0.52701247
0.94344467,0.56485796,0.455655,0.5492064,0.613129,0.52701247,0.56046265,0.5532897,0.5102835
0.9417123,0.56046265,0.45885327,0.5532897,0.61277306,0.5102835,0.62817657,0.582243,0.50261384
0.957465,0.62817657,0.4650623,0.582243,0.61100304,0.50261384,0.6884629,0.74572754,0.60865486
0.9890819,0.6884629,0.48838004,0.74572754,0.6287652,0.60865486,0.35328627,0.39108658,0.39518544
0.93227416,0.35328627,0.47428706,0.39108658,0.60696495,0.39518544,0.56656283,0.80419767,0.55184543
0.93211967,0.56656283,0.50404966,0.80419767,0.6142453,0.55184543,0.5408976,0.518003,0.45858732
0.9253773,0.5408976,0.50358236,0.518003,0.6043478,0.45858732,0.60014445,0.508121,0.52465755
0.9338079,0.60014445,0.5020338,0.508121,0.60662997,0.52465755,0.5376132,0.46999586,0.5104637
0.9262145,0.5376132,0.4963238,0.46999586,0.6063087,0.5104637,0.39931387,0.46343008,0.4534308
0.88328487,0.39931387,0.4899409,0.46343008,0.595515,0.4534308,0.5528994,0.54053056,0.54436255
0.8797322,0.5528994,0.49190632,0.54053056,0.601377,0.54436255,0.5659413,0.5371658,0.49318105
0.8794282,0.5659413,0.49351344,0.5371658,0.5978935,0.49318105,0.5825196,0.5979612,0.5775216
0.8832428,0.5825196,0.5016961,0.5979612,0.6098201,0.5775216,0.4606297,0.3364144,0.42046136
0.8567123,0.4606297,0.48140296,0.3364144,0.59293437,0.42046136,0.5527151,0.52192366,0.43346205
0.8531739,0.5527151,0.48136595,0.52192366,0.578599,0.43346205,0.5432223,0.35295027,0.4249282
0.8473243,0.5432223,0.4633328,0.35295027,0.56285846,0.4249282,0.5786863,0.6226604,0.54490274
0.8501287,0.5786863,0.47378567,0.6226604,0.5686923,0.54490274,0.6241055,0.6158599,0.47513416
0.8640135,0.6241055,0.48365954,0.6158599,0.56204927,0.47513416,0.45709258,0.4954398,0.4354295
0.83693355,0.45709258,0.48079386,0.4954398,0.5483532,0.4354295,0.60745287,0.45374453,0.50018066
0.8466744,0.60745287,0.47350076,0.45374453,0.5462264,0.50018066,0.55573875,0.50645673,0.49643403
0.8438943,0.55573875,0.47183302,0.50645673,0.5434413,0.49643403,0.57623214,0.58961725,0.56879205
0.8460966,0.57623214,0.47892085,0.58961725,0.5534085,0.56879205,0.66707784,0.5459558,0.5465446
0.87039655,0.66707784,0.48143575,0.5459558,0.559497,0.5465446,0.43283474,0.45208627,0.4465639
0.83721465,0.43283474,0.47396025,0.45208627,0.54780686,0.4465639,0.36239952,0.35412362,0.39372072
0.78769785,0.36239952,0.45621654,0.35412362,0.5268713,0.39372072,0.6117341,0.5424173,0.553704
0.7981301,0.6117341,0.45829532,0.5424173,0.53409886,0.553704,0.74474615,0.5894111,0.5902784
0.839986,0.74474615,0.46524146,0.5894111,0.5477648,0.5902784,0.5041715,0.38395518,0.38678387
0.82472557,0.5041715,0.45080498,0.38395518,0.5256041,0.38678387,0.651906,0.62910295,0.54450876
0.84505206,0.651906,0.4617518,0.62910295,0.5312251,0.54450876,0.603862,0.51524466,0.47320554
0.8539712,0.603862,0.46102175,0.51524466,0.5244098,0.47320554,0.49099994,0.45573965,0.48718494
0.8353531,0.49099994,0.4541147,0.45573965,0.5200571,0.48718494,0.6383119,0.6036757,0.578593
0.8525372,0.6383119,0.46249166,0.6036757,0.53156674,0.578593,0.5368118,0.56273633,0.50466686
0.8451244,0.5368118,0.46670052,0.56273633,0.5302479,0.50466686,0.5175169,0.499637,0.4962898
0.83305687,0.5175169,0.46433386,0.499637,0.5274677,0.4962898,0.6206901,0.61623305,0.5539933
0.8459657,0.6206901,0.47412983,0.61623305,0.5347488,0.5539933,0.6501899,0.50191754,0.5502286
0.86615676,0.6501899,0.4719816,0.50191754,0.5414064,0.5502286,0.5333085,0.5213981,0.45020074
0.85781616,0.5333085,0.47188982,0.5213981,0.53049684,0.45020074,0.6013744,0.54602253,0.5328708
0.8661992,0.6013744,0.4743897,0.54602253,0.5341042,0.5328708,0.60306835,0.53278196,0.5270119
0.8750444,0.60306835,0.47549954,0.53278196,0.5366949,0.5270119,0.66320306,0.48589402,0.5375097
0.8988375,0.66320306,0.47165355,0.48589402,0.5411309,0.5375097,0.56098646,0.43585172,0.5083673
0.89728385,0.56098646,0.4625605,0.43585172,0.5404545,0.5083673,0.5126427,0.47325122,0.5050927
0.8835862,0.5126427,0.4574615,0.47325122,0.5392026,0.5050927,0.48861372,0.5168867,0.5427693
0.8640204,0.48861372,0.45690516,0.5168867,0.5445701,0.5427693,0.6506107,0.607181,0.6460836
0.8845498,0.6506107,0.46567407,0.607181,0.56817126,0.6460836,0.43073365,0.6392958,0.5442057
0.8505463,0.43073365,0.47789517,0.6392958,0.57390094,0.5442057,0.47752643,0.5262378,0.47109362
0.8286827,0.47752643,0.47831586,0.5262378,0.56650865,0.47109362,0.58678913,0.5994754,0.5783388
0.8334021,0.58678913,0.48650733,0.5994754,0.5783385,0.5783388,0.4803469,0.4899132,0.4604278
0.8124594,0.4803469,0.48303923,0.4899132,0.5690013,0.4604278,0.6146343,0.55513656,0.5214525
0.8237545,0.6146343,0.48654684,0.55513656,0.570657,0.5214525,0.61515445,0.66368735,0.58691704
0.8352583,0.61515445,0.50170493,0.66368735,0.58405817,0.58691704,0.54102904,0.44182262,0.4989683
0.82894605,0.54102904,0.49292085,0.44182262,0.581661,0.4989683,0.56739974,0.58804816,0.5233357
0.8290027,0.56739974,0.5000268,0.58804816,0.58367085,0.5233357,0.46953648,0.44629997,0.46155843
0.80551964,0.46953648,0.49174848,0.44629997,0.57450545,0.46155843,0.55314666,0.6333995,0.5456852
0.8021992,0.55314666,0.5037364,0.6333995,0.5805253,0.5456852,0.5211656,0.62286144,0.55213207
0.7913279,0.5211656,0.5147468,0.62286144,0.58773327,0.55213207,0.6542323,0.50525063,0.47481424
0.811757,0.6542323,0.5128591,0.50525063,0.58094823,0.47481424,0.4189819,0.5206734,0.47925213
0.776514,0.4189819,0.51268244,0.5206734,0.57499504,0.47925213,0.47759563,0.4280247,0.40493098
0.7557058,0.47759563,0.5022552,0.4280247,0.5556942,0.40493098,0.32849276,0.5269366,0.4950669
0.70103663,0.32849276,0.50276506,0.5269366,0.55264866,0.4950669,0.63387895,0.55349916,0.530223
0.7157467,0.63387895,0.5061792,0.55349916,0.55584097,0.530223,0.4897997,0.5801877,0.53689545
0.69851,0.4897997,0.51253736,0.5801877,0.56022537,0.53689545,0.5771378,0.548841,0.5163885
0.700705,0.5771378,0.5154766,0.548841,0.5609691,0.5163885,0.59570086,0.65493685,0.56824857
0.70699555,0.59570086,0.5302036,0.65493685,0.57095706,0.56824857,0.62071127,0.5766281,0.52851635
0.7188521,0.62071127,0.53634334,0.5766281,0.5738822,0.52851635,0.5785311,0.62111634,0.5360869
0.72139007,0.5785311,0.54758835,0.62111634,0.5781741,0.5360869,0.385603,0.49340528,0.5782205
0.6807781,0.385603,0.5442617,0.49340528,0.5900742,0.5782205,0.7261213,0.47663546,0.4892314
0.71532255,0.7261213,0.53902245,0.47663546,0.5858984,0.4892314,0.54483205,0.53131384,0.5212836
0.7103484,0.54483205,0.54005444,0.53131384,0.58754194,0.5212836,0.6248747,0.47685945,0.5179019
0.7231572,0.6248747,0.534866,0.47685945,0.5885738,0.5179019,0.5625479,0.56142986,0.5742903
0.7221232,0.5625479,0.5393133,0.56142986,0.59984183,0.5742903,0.61147636,0.38611686,0.46490932
0.73204,0.61147636,0.5237707,0.38611686,0.591192,0.46490932,0.5746932,0.56682295,0.52273655
0.73373646,0.5746932,0.5287651,0.56682295,0.59310544,0.52273655,0.6278531,0.42456582,0.39442816
0.7474287,0.6278531,0.51774764,0.42456582,0.57166207,0.39442816,0.6195285,0.52653706,0.54725474
0.759355,0.6195285,0.5182226,0.52653706,0.5779524,0.54725474,0.54875076,0.54661274,0.48500356
0.75512666,0.54875076,0.5209336,0.54661274,0.5730475,0.48500356,0.64398265,0.63467777,0.6032994
0.77271515,0.64398265,0.5334927,0.63467777,0.5894135,0.6032994,0.5562471,0.4671692,0.48496702
0.7701853,0.5562471,0.5272448,0.4671692,0.58446515,0.48496702,0.60730207,0.5974437,0.58262813
0.77947,0.60730207,0.5357065,0.5974437,0.5972123,0.58262813,0.5591336,0.51968694,0.49973485
0.7776006,0.5591336,0.5354128,0.51968694,0.59493446,0.49973485,0.4887623,0.41975734,0.48869285
0.75937325,0.4887623,0.5237632,0.41975734,0.59064734,0.48869285,0.5389301,0.51389545,0.5425248
0.7528897,0.5389301,0.5228243,0.51389545,0.59615684,0.5425248,0.5021019,0.5487188,0.4819703
0.73801535,0.5021019,0.5257859,0.5487188,0.5906398,0.4819703,0.5798145,0.61423063,0.5443394
0.7408778,0.5798145,0.53611946,0.61423063,0.5964792,0.5443394,0.5876607,0.5786454,0.5718816
0.74552494,0.5876607,0.54253113,0.5786454,0.60736597,0.5718816,0.68499327,0.5467513,0.5744806
0.7723263,0.68499327,0.5453361,0.5467513,0.6188072,0.5744806,0.46616733,0.57296294,0.505448
0.74892944,0.46616733,0.5511633,0.57296294,0.6175549,0.505448,0.61512804,0.62249786,0.5532554
0.7598646,0.61512804,0.56276166,0.62249786,0.6251458,0.5532554,0.5794557,0.52243924,0.4813763
0.762688,0.5794557,0.56278133,0.52243924,0.61941457,0.4813763,0.5469995,0.48843724,0.5228816
0.75804704,0.5469995,0.5588143,0.48843724,0.6213901,0.5228816,0.57294506,0.5015951,0.49097082
0.7593731,0.57294506,0.5564008,0.5015951,0.6174514,0.49097082,0.52166533,0.48170352,0.5120398
0.74892515,0.52166533,0.5516783,0.48170352,0.61741936,0.5120398,0.29730952,0.4036436,0.40399963
0.6873999,0.29730952,0.53794277,0.4036436,0.5974065,0.40399963,0.5718048,0.48598197,0.49611267
0.6884131,0.5718048,0.5338068,0.48598197,0.59446704,0.49611267,0.5023083,0.45823926,0.49987862
0.6742409,0.5023083,0.52654386,0.45823926,0.59221935,0.49987862,0.3510884,0.3273992,0.36397785
0.6275044,0.3510884,0.50462687,0.3273992,0.565248,0.36397785,0.625652,0.5129378,0.5134171
0.6397268,0.625652,0.5036042,0.5129378,0.5654632,0.5134171,0.564777,0.43194443,0.4608153
0.6392233,0.564777,0.493719,0.43194443,0.5562744,0.4608153,0.56893396,0.37119502,0.48537898
0.63959616,0.56893396,0.4773825,0.37119502,0.5515063,0.48537898,0.6378553,0.60496324,0.5651547
0.6545027,0.6378553,0.48614606,0.60496324,0.5608833,0.5651547,0.53378063,0.59055114,0.5370607
0.64738506,0.53378063,0.49346128,0.59055114,0.5653119,0.5370607,0.47701412,0.32366192,0.37659657
0.6282651,0.47701412,0.47199157,0.32366192,0.54106915,0.37659657,0.60153073,0.48391688,0.4488483
0.6354508,0.60153073,0.46795425,0.48391688,0.5299243,0.4488483,0.62800604,0.62368274,0.6023185
0.648241,0.62800604,0.47857544,0.62368274,0.5456532,0.6023185,0.5393201,0.4809022,0.4796284
0.64233154,0.5393201,0.47418484,0.4809022,0.53990436,0.4796284,0.57993406,0.4486714,0.48801458
0.6450297,0.57993406,0.4664161,0.4486714,0.53565145,0.48801458,0.53538454,0.576559,0.5428091
0.6383012,0.53538454,0.4720908,0.576559,0.5410131,0.5428091,0.6141522,0.48631305,0.47103423
